,Unnamed: 0,Unnamed: 0.1,Auswärtsteam,Datum,Heimteam,Rang Auswärtsteam,Rang Heimteam,Runde,Saison,Spielzeit,Tag,Zeit,tore_aus,tore_heim,zuschauer,punkteaus,punkteheim,Grasshoppers,Wil,Thun,Aarau,Servette,Lausanne,Basel,Sion,Luzern,Zürich,Bellinzona,YB,Vaduz,Xamax,Lugano,St.Gallen,Schaffhausen,Yverdon
2321,3245,3245,Zürich,28.09.2014,YB,2,4,10,2014/2015,2014-09-28 13:45:00,Sun,13:45,1,2,16376,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
545,563,563,St.Gallen,28.09.2014,Luzern,5,1,10,2014/2015,2014-09-28 16:00:00,Sun,16:00,2,1,8427,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1332,1494,1494,Grasshoppers,04.10.2014,Thun,7,4,11,2014/2015,2014-10-04 17:45:00,Sat,17:45,2,3,5526,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,1030,1030,Basel,04.10.2014,St.Gallen,1,5,11,2014/2015,2014-10-04 20:00:00,Sat,20:00,1,2,16366,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1820,2210,2210,Vaduz,05.10.2014,Zürich,8,2,11,2014/2015,2014-10-05 13:45:00,Sun,13:45,0,3,7225,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
546,564,564,Luzern,05.10.2014,Sion,1,9,11,2014/2015,2014-10-05 13:45:00,Sun,13:45,1,3,6500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2482,3746,3746,YB,05.10.2014,Aarau,3,6,11,2014/2015,2014-10-05 16:00:00,Sun,16:00,2,3,5184,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,1031,1031,St.Gallen,18.10.2014,Aarau,5,6,12,2014/2015,2014-10-18 17:45:00,Sat,17:45,3,0,4848,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2088,2711,2711,Basel,18.10.2014,YB,2,4,12,2014/2015,2014-10-18 20:00:00,Sat,20:00,1,0,22002,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1333,1495,1495,Thun,19.10.2014,Sion,3,7,12,2014/2015,2014-10-19 13:45:00,Sun,13:45,0,0,7900,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
547,565,565,Vaduz,19.10.2014,Luzern,9,1,12,2014/2015,2014-10-19 13:45:00,Sun,13:45,0,0,15019,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1701,2031,2031,Zürich,19.10.2014,Grasshoppers,1,8,12,2014/2015,2014-10-19 16:00:00,Sun,16:00,3,1,19200,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1334,1496,1496,Aarau,25.10.2014,Thun,6,4,13,2014/2015,2014-10-25 17:45:00,Sat,17:45,0,0,5421,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,2712,2712,Sion,25.10.2014,Basel,7,2,13,2014/2015,2014-10-25 20:00:00,Sat,20:00,1,1,26772,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1702,2032,2032,Grasshoppers,26.10.2014,Vaduz,8,9,13,2014/2015,2014-10-26 16:00:00,Sun,16:00,1,1,4072,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
964,1032,1032,St.Gallen,26.10.2014,Zürich,3,1,13,2014/2015,2014-10-26 16:00:00,Sun,16:00,1,1,12351,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
549,567,567,Luzern,01.11.2014,Zürich,1,1,14,2014/2015,2014-11-01 17:45:00,Sat,17:45,3,2,8370,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1703,2033,2033,Grasshoppers,01.11.2014,Basel,8,2,14,2014/2015,2014-11-01 20:00:00,Sat,20:00,0,2,29339,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2617,4481,4481,Aarau,02.11.2014,Sion,6,7,14,2014/2015,2014-11-02 13:45:00,Sun,13:45,2,2,8200,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1821,2213,2213,Vaduz,02.11.2014,YB,9,5,14,2014/2015,2014-11-02 13:45:00,Sun,13:45,1,0,16442,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
965,1033,1033,Thun,02.11.2014,St.Gallen,4,3,14,2014/2015,2014-11-02 16:00:00,Sun,16:00,0,1,14161,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
550,568,568,Thun,08.11.2014,Luzern,4,1,15,2014/2015,2014-11-08 17:45:00,Sat,17:45,0,0,11059,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
966,1034,1034,St.Gallen,08.11.2014,Grasshoppers,3,9,15,2014/2015,2014-11-08 20:00:00,Sat,20:00,0,3,6600,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,2214,2214,Basel,09.11.2014,Vaduz,1,8,15,2014/2015,2014-11-09 13:45:00,Sun,13:45,4,0,6733,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2322,3250,3250,Zürich,09.11.2014,Aarau,2,6,15,2014/2015,2014-11-09 13:45:00,Sun,13:45,1,0,6261,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2483,3750,3750,Sion,09.11.2014,YB,7,5,15,2014/2015,2014-11-09 16:00:00,Sun,16:00,1,2,15345,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2323,3251,3251,Zürich,22.11.2014,Sion,2,8,16,2014/2015,2014-11-22 17:45:00,Sat,17:45,3,1,8500,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
551,569,569,Luzern,22.11.2014,Grasshoppers,1,7,16,2014/2015,2014-11-22 20:00:00,Sat,20:00,2,3,5700,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,1035,1035,Vaduz,23.11.2014,St.Gallen,9,3,16,2014/2015,2014-11-23 13:45:00,Sun,13:45,3,3,12879,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2090,2715,2715,Aarau,23.11.2014,Basel,6,1,16,2014/2015,2014-11-23 13:45:00,Sun,13:45,0,3,28742,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1335,1499,1499,YB,23.11.2014,Thun,4,5,16,2014/2015,2014-11-23 16:00:00,Sun,16:00,1,0,9516,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
552,570,570,Luzern,29.11.2014,Aarau,1,7,17,2014/2015,2014-11-29 17:45:00,Sat,17:45,3,0,4830,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1704,2036,2036,Grasshoppers,29.11.2014,Sion,6,9,17,2014/2015,2014-11-29 20:00:00,Sat,20:00,3,3,7700,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
968,1036,1036,St.Gallen,30.11.2014,YB,4,3,17,2014/2015,2014-11-30 13:45:00,Sun,13:45,2,4,17588,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1336,1500,1500,Thun,30.11.2014,Vaduz,5,8,17,2014/2015,2014-11-30 13:45:00,Sun,13:45,1,0,3212,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,2716,2716,Basel,30.11.2014,Zürich,1,2,17,2014/2015,2014-11-30 16:00:00,Sun,16:00,2,1,16302,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
548,566,566,YB,03.12.2014,Luzern,5,1,13,2014/2015,2014-12-03 19:45:00,Wed,19:45,2,1,8817,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
553,571,571,Basel,06.12.2014,Luzern,1,1,18,2014/2015,2014-12-06 17:45:00,Sat,17:45,3,0,11830,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1705,2037,2037,YB,06.12.2014,Grasshoppers,3,6,18,2014/2015,2014-12-06 20:00:00,Sat,20:00,1,0,5600,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1337,1501,1501,Zürich,07.12.2014,Thun,2,4,18,2014/2015,2014-12-07 13:45:00,Sun,13:45,1,2,5639,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,2217,2217,Aarau,07.12.2014,Vaduz,7,9,18,2014/2015,2014-12-07 13:45:00,Sun,13:45,0,1,3427,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
969,1037,1037,Sion,07.12.2014,St.Gallen,8,5,18,2014/2015,2014-12-07 16:00:00,Sun,16:00,0,2,12353,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
554,572,572,YB,07.02.2015,Luzern,3,1,19,2014/2015,2015-02-07 17:45:00,Sat,17:45,1,1,9059,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
970,1038,1038,Zürich,07.02.2015,St.Gallen,2,4,19,2014/2015,2015-02-07 20:00:00,Sat,20:00,4,1,11955,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1338,1502,1502,Aarau,08.02.2015,Thun,8,5,19,2014/2015,2015-02-08 13:45:00,Sun,13:45,1,1,4628,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,2038,2038,Basel,08.02.2015,Grasshoppers,1,6,19,2014/2015,2015-02-08 16:00:00,Sun,16:00,4,2,6300,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2092,2719,2719,Sion,14.02.2015,Basel,7,1,20,2014/2015,2015-02-14 17:45:00,Sat,17:45,1,1,25363,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1707,2039,2039,Grasshoppers,14.02.2015,YB,6,3,20,2014/2015,2015-02-14 20:00:00,Sat,20:00,2,4,12660,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
555,573,573,Luzern,15.02.2015,St.Gallen,1,5,20,2014/2015,2015-02-15 13:45:00,Sun,13:45,0,0,10957,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1825,2219,2219,Vaduz,15.02.2015,Aarau,8,9,20,2014/2015,2015-02-15 13:45:00,Sun,13:45,1,0,3778,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1339,1503,1503,Thun,15.02.2015,Zürich,4,2,20,2014/2015,2015-02-15 16:00:00,Sun,16:00,1,0,7459,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,2040,2040,Zürich,21.02.2015,Grasshoppers,3,8,21,2014/2015,2015-02-21 17:45:00,Sat,17:45,2,0,9400,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
556,574,574,Aarau,22.02.2015,Luzern,9,1,21,2014/2015,2015-02-22 13:45:00,Sun,13:45,0,4,9633,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1340,1504,1504,Thun,22.02.2015,Vaduz,4,6,21,2014/2015,2015-02-22 13:45:00,Sun,13:45,1,1,2421,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2093,2720,2720,Basel,22.02.2015,YB,1,2,21,2014/2015,2015-02-22 16:00:00,Sun,16:00,2,4,17420,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1824,2218,2218,Sion,25.02.2015,Vaduz,9,7,19,2014/2015,2015-02-25 18:30:00,Wed,18:30,2,0,2083,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2324,3257,3257,Aarau,28.02.2015,Zürich,0,3,22,2014/2015,2015-02-28 17:45:00,Sat,17:45,0,0,7403,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1826,2221,2221,Vaduz,28.02.2015,Basel,7,1,22,2014/2015,2015-02-28 20:00:00,Sat,20:00,0,1,25304,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
972,1041,1041,Grasshoppers,01.03.2015,St.Gallen,8,5,22,2014/2015,2015-03-01 13:45:00,Sun,13:45,1,1,13175,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1341,1505,1505,YB,01.03.2015,Thun,2,4,22,2014/2015,2015-03-01 13:45:00,Sun,13:45,0,0,8139,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
557,575,575,Luzern,01.03.2015,Sion,9,6,22,2014/2015,2015-03-01 16:00:00,Sun,16:00,2,2,6500,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
558,576,576,Luzern,07.03.2015,Grasshoppers,9,8,23,2014/2015,2015-03-07 17:45:00,Sat,17:45,0,1,4500,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,1506,1506,Thun,07.03.2015,Basel,4,1,23,2014/2015,2015-03-07 20:00:00,Sat,20:00,0,3,26354,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1827,2222,2222,Zürich,08.03.2015,Vaduz,3,7,23,2014/2015,2015-03-08 13:45:00,Sun,13:45,2,2,4216,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2484,3758,3758,Sion,08.03.2015,YB,6,2,23,2014/2015,2015-03-08 13:45:00,Sun,13:45,2,3,14630,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
973,1042,1042,St.Gallen,08.03.2015,Aarau,5,0,23,2014/2015,2015-03-08 16:00:00,Sun,16:00,2,0,4368,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
559,577,577,Vaduz,14.03.2015,Luzern,8,9,24,2014/2015,2015-03-14 17:45:00,Sat,17:45,0,2,9021,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1343,1507,1507,Grasshoppers,14.03.2015,Thun,7,4,24,2014/2015,2015-03-14 20:00:00,Sat,20:00,2,2,5047,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,3759,3759,YB,15.03.2015,Aarau,2,0,24,2014/2015,2015-03-15 13:45:00,Sun,13:45,1,1,5041,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2325,3259,3259,Sion,15.03.2015,Zürich,6,3,24,2014/2015,2015-03-15 13:45:00,Sun,13:45,1,0,7583,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
974,1043,1043,Basel,15.03.2015,St.Gallen,1,5,24,2014/2015,2015-03-15 16:00:00,Sun,16:00,2,2,17457,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
971,1040,1040,St.Gallen,18.03.2015,Sion,5,7,21,2014/2015,2015-03-18 18:30:00,Wed,18:30,0,3,7200,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
560,578,578,Basel,21.03.2015,Luzern,1,9,25,2014/2015,2015-03-21 17:45:00,Sat,17:45,4,1,13002,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1709,2044,2044,Aarau,21.03.2015,Grasshoppers,0,7,25,2014/2015,2015-03-21 20:00:00,Sat,20:00,1,3,5700,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,1044,1044,St.Gallen,22.03.2015,Vaduz,5,8,25,2014/2015,2015-03-22 13:45:00,Sun,13:45,1,3,5411,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1344,1508,1508,Thun,22.03.2015,Sion,4,6,25,2014/2015,2015-03-22 13:45:00,Sun,13:45,0,3,8500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2326,3260,3260,Zürich,22.03.2015,YB,3,2,25,2014/2015,2015-03-22 16:00:00,Sun,16:00,0,3,18560,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1828,2225,2225,YB,03.04.2015,Vaduz,2,8,26,2014/2015,2015-04-03 18:15:00,Fri,18:15,1,0,4827,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1710,2045,2045,Grasshoppers,03.04.2015,Sion,7,6,26,2014/2015,2015-04-03 20:30:00,Fri,20:30,5,0,8500,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,579,579,Luzern,04.04.2015,Zürich,9,3,26,2014/2015,2015-04-04 17:45:00,Sat,17:45,1,0,7985,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
976,1045,1045,St.Gallen,04.04.2015,Thun,5,4,26,2014/2015,2015-04-04 17:45:00,Sat,17:45,1,4,5226,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,2725,2725,Aarau,04.04.2015,Basel,0,1,26,2014/2015,2015-04-04 20:00:00,Sat,20:00,0,6,26979,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
562,580,580,Luzern,11.04.2015,Thun,9,4,27,2014/2015,2015-04-11 17:45:00,Sat,17:45,0,1,6129,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1046,1046,YB,11.04.2015,St.Gallen,2,5,27,2014/2015,2015-04-11 20:00:00,Sat,20:00,1,3,15167,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2618,4494,4494,Sion,12.04.2015,Aarau,7,0,27,2014/2015,2015-04-12 13:45:00,Sun,13:45,1,0,4306,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1711,2046,2046,Vaduz,12.04.2015,Grasshoppers,8,6,27,2014/2015,2015-04-12 13:45:00,Sun,13:45,1,1,5100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2095,2726,2726,Zürich,12.04.2015,Basel,3,1,27,2014/2015,2015-04-12 16:00:00,Sun,16:00,1,5,32042,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2096,2727,2727,Basel,18.04.2015,Sion,1,6,28,2014/2015,2015-04-18 17:45:00,Sat,17:45,1,0,12500,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
978,1047,1047,St.Gallen,18.04.2015,Zürich,5,4,28,2014/2015,2015-04-18 20:00:00,Sat,20:00,2,1,8093,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1345,1511,1511,Thun,19.04.2015,YB,3,2,28,2014/2015,2015-04-19 13:45:00,Sun,13:45,0,4,23868,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1829,2227,2227,Aarau,19.04.2015,Vaduz,0,8,28,2014/2015,2015-04-19 13:45:00,Sun,13:45,2,0,3835,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,581,581,Grasshoppers,19.04.2015,Luzern,7,9,28,2014/2015,2015-04-19 16:00:00,Sun,16:00,0,2,11074,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2327,3264,3264,Zürich,25.04.2015,Aarau,4,0,29,2014/2015,2015-04-25 17:45:00,Sat,17:45,0,0,3384,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1346,1512,1512,Sion,25.04.2015,Thun,6,3,29,2014/2015,2015-04-25 20:00:00,Sat,20:00,1,2,5188,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,1048,1048,Vaduz,26.04.2015,St.Gallen,9,5,29,2014/2015,2015-04-26 13:45:00,Sun,13:45,2,1,12624,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
564,582,582,Luzern,26.04.2015,Basel,8,1,29,2014/2015,2015-04-26 13:45:00,Sun,13:45,2,1,28897,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1712,2048,2048,YB,26.04.2015,Grasshoppers,2,7,29,2014/2015,2015-04-26 16:00:00,Sun,16:00,2,2,5800,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2328,3265,3265,Zürich,28.04.2015,Sion,4,6,30,2014/2015,2015-04-28 19:45:00,Tue,19:45,2,1,4700,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1347,1513,1513,Thun,29.04.2015,Grasshoppers,3,7,30,2014/2015,2015-04-29 19:45:00,Wed,19:45,0,0,3500,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,2229,2229,Basel,29.04.2015,Vaduz,1,9,30,2014/2015,2015-04-29 19:45:00,Wed,19:45,3,1,5248,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2486,3765,3765,Aarau,29.04.2015,YB,0,2,30,2014/2015,2015-04-29 20:30:00,Wed,20:30,2,2,13170,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
565,583,583,St.Gallen,30.04.2015,Luzern,5,8,30,2014/2015,2015-04-30 19:45:00,Thu,19:45,2,6,9431,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1348,1514,1514,Vaduz,02.05.2015,Thun,9,3,31,2014/2015,2015-05-02 17:45:00,Sat,17:45,0,4,5165,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,2050,2050,Grasshoppers,02.05.2015,Basel,7,1,31,2014/2015,2015-05-02 20:00:00,Sat,20:00,1,2,28852,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
980,1050,1050,Sion,03.05.2015,St.Gallen,8,5,31,2014/2015,2015-05-03 13:45:00,Sun,13:45,1,0,13310,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
566,584,584,Luzern,03.05.2015,Aarau,6,0,31,2014/2015,2015-05-03 13:45:00,Sun,13:45,6,2,4963,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2329,3266,3266,YB,03.05.2015,Zürich,2,4,31,2014/2015,2015-05-03 16:00:00,Sun,16:00,1,0,9169,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1714,2051,2051,Grasshoppers,09.05.2015,Aarau,8,0,32,2014/2015,2015-05-09 17:45:00,Sat,17:45,1,0,5104,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,2231,2231,Vaduz,09.05.2015,Sion,9,7,32,2014/2015,2015-05-09 20:00:00,Sat,20:00,0,4,5800,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
567,585,585,Thun,10.05.2015,Luzern,3,6,32,2014/2015,2015-05-10 13:45:00,Sun,13:45,0,0,12028,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
981,1051,1051,St.Gallen,10.05.2015,YB,5,2,32,2014/2015,2015-05-10 13:45:00,Sun,13:45,1,3,15860,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2097,2731,2731,Basel,10.05.2015,Zürich,1,4,32,2014/2015,2015-05-10 16:00:00,Sun,16:00,2,1,11569,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
568,586,586,Luzern,16.05.2015,Vaduz,6,9,33,2014/2015,2015-05-16 17:45:00,Sat,17:45,2,0,3847,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2619,4500,4500,Aarau,16.05.2015,Sion,0,7,33,2014/2015,2015-05-16 20:00:00,Sat,20:00,0,1,5900,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
982,1052,1052,St.Gallen,17.05.2015,Grasshoppers,5,8,33,2014/2015,2015-05-17 13:45:00,Sun,13:45,0,2,7000,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,1516,1516,Zürich,17.05.2015,Thun,4,3,33,2014/2015,2015-05-17 13:45:00,Sun,13:45,2,2,7071,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2098,2732,2732,YB,17.05.2015,Basel,2,1,33,2014/2015,2015-05-17 16:00:00,Sun,16:00,0,0,34231,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
983,1053,1053,Thun,20.05.2015,St.Gallen,3,7,34,2014/2015,2015-05-20 19:45:00,Wed,19:45,1,2,10590,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1715,2053,2053,Sion,20.05.2015,Grasshoppers,6,8,34,2014/2015,2015-05-20 19:45:00,Wed,19:45,0,0,3100,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2099,2733,2733,Basel,20.05.2015,Aarau,1,0,34,2014/2015,2015-05-20 20:30:00,Wed,20:30,1,2,4551,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,587,587,Luzern,21.05.2015,YB,5,2,34,2014/2015,2015-05-21 19:45:00,Thu,19:45,1,0,14430,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1832,2233,2233,Vaduz,21.05.2015,Zürich,9,4,34,2014/2015,2015-05-21 19:45:00,Thu,19:45,2,2,6553,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
984,1054,1054,Aarau,25.05.2015,St.Gallen,0,6,35,2014/2015,2015-05-25 16:00:00,Mon,16:00,1,5,14343,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1350,1518,1518,Basel,25.05.2015,Thun,1,3,35,2014/2015,2015-05-25 16:00:00,Mon,16:00,2,2,8717,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1716,2054,2054,Grasshoppers,25.05.2015,Vaduz,8,9,35,2014/2015,2015-05-25 16:00:00,Mon,16:00,1,0,4710,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,588,588,Zürich,25.05.2015,Luzern,4,5,35,2014/2015,2015-05-25 16:00:00,Mon,16:00,1,0,16500,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2487,3770,3770,YB,25.05.2015,Sion,2,7,35,2014/2015,2015-05-25 16:00:00,Mon,16:00,2,6,10000,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1717,2055,2055,Grasshoppers,29.05.2015,Zürich,8,4,36,2014/2015,2015-05-29 20:30:00,Fri,20:30,3,4,11967,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
571,589,589,Sion,29.05.2015,Luzern,6,7,36,2014/2015,2015-05-29 20:30:00,Fri,20:30,0,3,11241,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
985,1055,1055,St.Gallen,29.05.2015,Basel,5,1,36,2014/2015,2015-05-29 20:30:00,Fri,20:30,3,4,33403,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
